time,accn_ir_7
285,0.103796048
286,0.118577645
287,-0.067573014
288,-0.062862395
289,0.006172535
290,-0.061238044
291,-0.138394731
292,-0.040446347
293,0.084953573
294,0.013806986
295,0.177216727
296,0.334941238
297,0.06302483
298,-0.119877126
299,-0.027938842
300,0.002436527
301,-0.192810499
302,-0.255672894
303,0.002111657
304,0.117765469
305,0.024365269
306,0.028751018
307,0.044507226
308,-0.101197086
309,-0.015106467
310,0.108669102
311,-0.098922994
312,-0.191511018
313,-0.396341717
314,0.216850898
315,1.160111697
316,0.60669521
317,-0.134171417
318,-0.332667146
319,-0.233906587
320,-0.001137046
321,-0.121501477
322,-0.752399521
323,-0.449620439
324,0.955768303
325,0.53863489
326,-0.794957525
327,-0.313662236
328,0.563812335
329,0.036872774
330,-0.524827904
331,-0.149602754
332,0.211977844
333,0.210515928
334,0.392768144
335,0.324707824
336,-0.169744711
337,0.152851457
338,0.330230619
339,-0.359956248
340,-0.408199481
341,0.294332455
342,0.220911776
343,-0.36986479
344,-0.039959042
345,0.307002395
346,-0.057502036
347,-0.174455329
348,0.086415489
349,-0.048568104
350,-0.209378882
351,0.09372507
352,0.274028064
353,0.120689301
354,0.133034371
355,0.115004072
356,-0.043532615
357,0.195409461
358,0.167308184
359,-0.12572479
360,-0.057502036
361,0.036223034
362,-0.190536407
363,-0.150577365
364,0.268342834
365,0.039471737
366,-0.155450419
367,0.084953573
368,-0.01932978
369,-0.181602475
370,0.097461078
371,0.231632495
372,-0.212952455
373,-0.089339321
374,0.358169461
375,0.026801796
376,-0.202719042
377,0.158699122
378,0.249175489
379,-0.0934002
380,-0.12507505
381,0.020791697
382,-0.065298922
383,0.085928184
384,0.143592655
385,-0.203043912
386,-0.4069
387,-0.263794651
388,0.18842475
389,0.590614132
390,0.173318283
391,-0.199307904
392,0.187612575
393,-0.246089222
394,-0.295631936
395,0.325357565
396,-0.377174371
397,-0.267368224
398,0.879261357
399,0.358494331
400,-0.599060758
401,-0.024852575
402,0.517518323
403,-0.372788623
404,-0.708542036
405,0.228871098
406,0.114191896
407,-0.259246467
408,0.497863673
409,0.207754531
410,-0.602959202
411,0.187125269
412,0.627324471
413,-0.348098483
414,-0.386920479
415,0.621314371
416,0.423468383
417,-0.408361916
418,0.001786786
419,0.371001836
420,-0.154800679
421,-0.026152056
422,0.207754531
423,-0.314311976
424,-0.20012008
425,0.267855529
426,-0.030050499
427,-0.180952735
428,0.141643433
429,-0.024852575
430,-0.182739521
431,0.342575689
432,0.381397685
433,-0.072121198
434,0.102821437
435,0.302129341
436,-0.076506946
437,-0.051329501
438,0.285723393
439,-0.052466547
440,-0.243490259
441,0.20613018
442,0.163247305
443,-0.391793533
444,-0.15610016
445,0.416646108
446,-0.07569477
447,-0.400727465
448,0.101846826
449,0.135958204
450,-0.183389261
451,-0.058476647
452,0.155287984
453,-0.040121477
454,-0.007472016
455,0.165683832
456,0.097623513
457,0.025502315
458,0.16941984
459,0.091450978
460,-0.09973517
461,0.138719601
462,-0.042233134
463,-0.55699006
464,-0.485193733
465,0.166008703
466,0.21880012
467,-0.094862116
468,-0.058314212
469,0.133034371
470,0.654288703
471,0.208891577
472,-0.610431218
473,-0.147815968
474,0.527589301
475,0.223348303
476,-0.405113214
477,-0.040121477
478,0.414534451
479,0.146678922
480,-0.105745269
481,-0.189399361
482,-0.337052894
483,-0.353296407
484,-0.058476647
485,-0.041908263
486,-0.089014451
487,0.281987385
488,0.379123593
489,0.054090898
490,0.103633613
491,0.259571337
492,-0.024040399
493,-0.258434291
494,0.047918363
495,0.4942901
496,0.242028343
497,-0.124262874
498,0.057826906
499,0.22513509
500,0.018517605
501,-0.312037884
502,-0.378311417
503,-0.116303553
504,0.137582555
505,0.086740359
506,-0.024852575
507,0.046943752
508,0.251774451
509,0.263794651
510,-0.008121756
511,-0.154313373
512,-0.003411138
513,0.067897884
514,-0.070171976
515,0.021279002
516,0.088852016
517,0.001461916
518,-0.011208024
519,-0.080080519
520,-0.011532894
521,-0.038984431
522,-0.21343976
523,-0.068060319
524,0.096486467
525,-0.031837285
526,-0.001461916
527,0.208404271
528,0.124100439
529,-0.007796886
530,0.090638802
531,0.059613693
532,-0.059613693
533,0.163897046
534,0.233581717
535,0.323895649
536,-0.027451537
537,-0.847911377
538,-0.44490982
539,0.114516766
540,0.181602475
541,0.166820878
542,-0.121339042
543,-0.095349421
544,0.447183912
545,0.098110818
546,-1.114954731
547,-0.415346627
548,1.130061198
549,0.434513972
550,-0.683364591
551,0.255835329
552,0.934976607
553,0.076344511
554,-0.31983477
555,-0.140181517
556,-0.327144351
557,-0.069522236
558,0.544482555
559,-0.1687701
560,-0.409336527
561,0.634634052
562,0.405762954
563,-0.641618762
564,-0.423305948
565,0.459691417
566,0.044182355
567,-0.437437804
568,0.207592096
569,0.419407505
570,0.035248423
571,0.159186427
572,0.315286587
573,-0.077806427
574,-0.141643433
575,-0.125887226
576,-0.26980475
577,0.03800982
578,0.30050499
579,-0.034111377
580,-0.162272695
581,0.252911497
582,0.290434012
583,-0.046781317
584,-0.072933373
585,0.015593772
586,-0.227571617
587,-0.123775569
588,0.136120639
589,-0.069847106
590,0.005847665
591,0.318372854
592,0.091938283
593,-0.322271297
594,-0.026964232
595,0.26249517
596,-0.121014172
597,-0.18777501
598,0.205155569
599,0.172830978
600,-0.063349701
601,0.129460798
602,0.268342834
603,-0.105745269
604,-0.305215609
605,-0.079430778
606,-0.160648343
607,-0.09973517
608,0.160973214
609,0.155287984
610,-0.026639361
611,-0.320809381
612,-0.246251657
613,0.009096367
614,0.272891018
615,0.203856088
616,-0.095836727
617,0.026801796
618,0.202231737
619,-0.080242954
620,-0.489904351
621,-0.071471457
622,0.466351257
623,0.159511297
624,-0.092912894
625,0.135958204
626,0.204830699
627,0.10006004
628,-0.010070978
629,-0.274515369
630,-0.167308184
631,0.426879521
632,0.55097996
633,-0.071796327
634,-0.323570778
635,0.218962555
636,0.245439481
637,-0.419082635
638,-0.443447904
639,0.191186148
640,0.266880918
641,-0.076994251
642,0.065136487
643,-0.030862675
644,-0.164709222
645,0.230982754
646,0.279388423
647,0.020141956
648,-0.130272974
649,0.104445788
650,0.340788902
651,0.108344232
652,-0.088852016
653,-0.066923273
654,-0.060263433
655,-0.04369505
656,0.026314491
657,-0.088852016
658,-0.132222196
659,-0.003248703
660,-0.072446068
661,-0.211328104
662,-0.10070978
663,0.103471178
664,0.169744711
665,0.282312255
666,0.236505549
667,0.022578483
668,0.018030299
669,0.078781038
670,-0.016081078
671,-0.154475808
672,-0.074070419
673,0.079105908
674,0.002761397
675,-0.09372507
676,0.007309581
677,0.007959321
678,-0.169744711
679,-0.235530938
680,-0.142780479
681,0.03102511
682,0.090476367
683,-0.220424471
684,0.0060101
685,0.756947705
686,0.550005349
687,0.024365269
688,-0.109156407
689,-0.149440319
690,0.0753699
691,0.273053453
692,-0.39423006
693,-0.753374132
694,0.459366547
695,0.698471058
696,-0.578918802
697,-0.540908982
698,0.419732375
699,0.144729701
700,-0.35622024
701,-0.005035489
702,-0.025502315
703,-0.146191617
704,0.425092735
705,0.423955689
706,-0.120364431
707,0.177541597
708,0.41989481
709,-0.134658723
710,-0.324220519
711,0.155287984
712,0.16276
713,-0.314799281
714,0.059288822
715,0.452869142
716,-0.128811058
717,-0.321946427
718,0.086415489
719,-0.020629261
720,-0.245277046
721,0.046131577
722,0.084791138
723,-0.055390379
724,0.173805589
725,0.230495449
726,-0.041908263
727,-0.040608782
728,0.146841357
729,0.078456168
730,-0.079593214
731,-0.028263713
732,0.026314491
733,-0.041258523
734,0.102496567
735,0.068222754
736,-0.138882036
737,-0.145541876
738,-0.034923553
739,0.093237764
740,0.0693598
741,-0.034598683
742,-0.096973772
743,0.030537804
744,0.145054571
745,-0.042720439
746,-0.14375509
747,-0.008121756
748,0.218150379
749,0.204018523
750,-0.166008703
751,-0.071633892
752,0.160161038
753,0.076831816
754,-0.102334132
755,-0.104445788
756,-0.249013054
757,-0.538797325
758,0.444097645
759,1.056315649
760,0.199470339
761,-0.153501198
762,-0.01266994
763,-0.435813453
764,-0.238292335
765,0.45124479
766,-0.640806587
767,-0.636095968
768,1.382972695
769,0.704481158
770,-1.15166507
771,-0.236830419
772,0.82614507
773,-0.351022315
774,-0.831667864
775,0.209866188
776,0.210515928
777,-0.140831257
778,0.629598563
779,0.343712735
780,-0.616441317
781,0.270292056
782,0.601172415
783,-0.51962998
784,-0.524340599
785,0.421519162
786,0.401864511
787,-0.389032136
788,0.004060878
789,0.398615808
790,-0.04970515
791,0.025177445
792,-0.03070024
793,-0.237155289
794,-0.109806148
795,-0.059776128
796,-0.034436248
797,0.21343976
798,0.303266387
799,-0.089989062
800,-0.085278443
801,0.409498962
802,0.293682715
803,-0.284586347
804,-0.174292894
805,0.160648343
806,-0.065136487
807,-0.01868004
808,0.233744152
809,-0.070659281
810,-0.121339042
811,0.242190778
812,-0.004873054
813,-0.391143792
814,-0.042395569
815,0.394392495
816,0.053441158
817,-0.23748016
818,0.084141397
819,0.092750459
820,-0.16276
821,-0.041583393
822,0.108669102
823,-0.021603872
824,-0.046618882
825,0.05003002
826,-0.013969421
827,0.006172535
828,0.041908263
829,-0.211977844
830,-0.110293453
831,0.067410579
832,-0.118252774
833,0.217663074
834,0.28182495
835,-0.161947824
836,-0.028426148
837,0.112242675
838,-0.122963393
839,-0.12507505
840,0.210840798
841,0.38789509
842,0.192972934
843,-0.031999721
844,-0.045481836
845,0.010720719
846,-0.10704475
847,-0.195734331
848,0.005522794
849,-0.008284192
850,0.032162156
851,-0.009583673
852,-0.102009261
853,-0.089501756
854,-0.531812615
855,-0.10070978
856,0.599385629
857,0.167957924
858,-0.053441158
859,0.407387305
860,0.486655649
861,0.030212934
862,-0.20677992
863,-0.034923553
864,-0.055552814
865,0.135795768
866,0.460341158
867,-0.070171976
868,-0.353783713
869,0.076831816
870,0.245764351
871,-0.261520559
872,-0.540908982
873,0.023877964
874,0.26883014
875,0.115653812
876,0.192160758
877,0.074557725
878,0.043045309
879,0.264119521
880,0.017705429
881,-0.197845988
882,0.056852295
883,0.253073932
884,0.080405389
885,-0.143267784
886,-0.084303832
887,-0.045644271
888,-0.134983593
889,-0.144892136
890,-0.014619162
891,-0.014944032
892,-0.026801796
893,0.041420958
894,-0.030862675
895,0.003736008
896,-0.079105908
897,0.013157246
898,0.242190778
899,0.053441158
900,0.035085988
901,0.123125828
902,0.104770659
903,0.036223034
904,-0.047268623
905,-0.209866188
906,0.053116287
907,0.655588184
908,-0.223348303
909,-1.175218164
910,-0.26915501
911,0.531325309
912,0.109968583
913,-0.153826068
914,-0.109968583
915,0.055552814
916,0.766531377
917,0.198495729
918,-1.096924431
919,-0.225947265
920,1.1272998
921,0.221236647
922,-0.786673333
923,0.274190499
924,0.841738842
925,-0.012182635
926,-0.223673174
927,-0.127024271
928,-0.526452255
929,-0.205155569
930,0.387407784
931,-0.101684391
932,-0.120689301
933,0.549030739
934,0.289784271
935,-0.311225709
936,-0.126212096
937,0.333641756
938,-0.069522236
939,-0.295631936
940,0.345824391
941,0.486005908
942,0.079593214
943,0.056202555
944,0.192323194
945,-0.073095808
946,-0.322596168
947,-0.399590419
948,-0.292220798
949,0.099085429
950,0.259896208
951,-0.040608782
952,-0.122151218
953,0.182414651
954,0.165521397
955,-0.014456727
956,0.036872774
957,0.061075609
958,-0.016730818
959,0.174292894
960,0.223185868
961,-0.057502036
962,0.058639082
963,0.239754251
964,-0.063999441
965,-0.230170579
966,0.098110818
967,-0.034598683
968,-0.35654511
969,-0.042720439
970,0.102983872
971,-0.128648623
972,-0.086253054
973,0.133846547
974,0.207754531
975,0.121339042
976,-0.076019641
977,-0.315936327
978,-0.143592655
979,0.268667705
980,0.163247305
981,0.221561517
982,-0.108993972
983,-0.639344671
984,-0.182252216
985,0.384646387
986,0.279225988
987,-0.359631377
988,-0.011532894
989,0.575020359
990,0.043857485
991,-0.627974212
992,-0.494127665
993,0.442310858
994,0.618877844
995,-0.120201996
996,-0.158211816
997,0.30683996
998,0.355732934
999,0.215713852
1000,-0.173968024
1001,-0.467163433
1002,-0.113217285
1003,0.460666028
1004,0.262982475
1005,-0.562025549
1006,-0.138882036
1007,0.686450858
1008,0.03070024
1009,-0.690999042
1010,-0.14375509
1011,0.460178723
1012,-0.016081078
1013,-0.203531218
1014,0.179490818
1015,-0.002111657
1016,0.008446627
1017,0.397316327
1018,0.298718204
1019,-0.170069581
1020,-0.24381513
1021,0.069197365
1022,0.161622954
1023,0.116465988
1024,0.107207186
1025,-0.085116008
1026,-0.083654092
1027,0.17542994
1028,0.029075888
1029,-0.21343976
1030,-0.088202275
1031,0.01868004
1032,-0.015431337
1033,0.061238044
1034,-0.05636499
1035,-0.102659002
1036,0.309438922
1037,0.296444112
1038,-0.231307625
1039,-0.2501501
1040,0.157724511
1041,0.164871657
1042,-0.069522236
1043,0.017867864
1044,0.11938982
1045,-0.095999162
1046,-0.059776128
1047,0.158699122
1048,0.040446347
1049,-0.169744711
1050,-0.139206906
1051,-0.094699681
1052,-0.087227665
1053,0.055227944
1054,0.082841916
1055,0.039146866
1056,-0.076506946
1057,0.117115729
1058,0.387732655
1059,0.171206627
1060,-0.03102511
1061,-0.155937725
1062,0.010070978
1063,0.136770379
1064,-0.307489701
1065,-0.568685389
1066,0.060588303
1067,0.554066228
1068,0.039471737
1069,-0.206292615
1070,0.150577365
1071,0.161622954
1072,-0.060588303
1073,-0.035735729
1074,-0.171856367
1075,-0.221561517
1076,0.282799561
1077,0.518330499
1078,0.167145749
1079,-0.065786228
1080,0.126536966
1081,0.111592934
1082,-0.240891297
1083,-0.200932255
1084,0.013969421
1085,-0.10639501
1086,-0.054090898
1087,0.124425309
1088,-0.003411138
1089,-0.21311489
1090,-0.042882874
1091,0.277601637
1092,0.108181796
1093,-0.010395848
1094,0.186150659
1095,0.181277605
1096,0.047755928
1097,0.112567545
1098,0.066923273
1099,-0.105907705
1100,0.067248144
1101,0.159998603
1102,-0.021116567
1103,-0.051329501
1104,-0.046131577
1105,-0.214414371
1106,-0.110131018
1107,0.01932978
1108,-0.125237485
1109,-0.060263433
1110,0.134008982
1111,0.20677992
1112,0.161947824
1113,0.094862116
1114,-0.017705429
1115,-0.039959042
1116,-0.001299481
1117,-0.042233134
1118,-0.098598124
1119,-0.083978962
1120,0.084141397
1121,0.102659002
1122,-0.078943473
1123,-0.095999162
1124,-0.010395848
1125,0.023553094
1126,0.022903353
1127,-0.161947824
1128,-0.184201437
1129,-0.430615529
1130,-0.209541317
1131,1.028051936
1132,1.031950379
1133,0.176729421
1134,-0.2501501
1135,-0.279388423
1136,-0.061725349
1137,-0.013482116
1138,-0.567873214
1139,-0.911423513
1140,0.562837725
1141,1.160761437
1142,-0.51297014
1143,-0.790896647
1144,0.529376088
1145,0.370839401
1146,-0.676542315
1147,-0.524665469
1148,0.1747802
1149,0.280850339
1150,0.351509621
1151,0.50696004
1152,-0.052141677
1153,0.014131856
1154,0.628623952
1155,-0.091126108
1156,-0.703019242
1157,0.088689581
1158,0.560401198
1159,-0.21343976
1160,-0.386595609
1161,0.329256008
1162,0.094212375
1163,-0.323408343
1164,-0.016081078
1165,0.020141956
1166,-0.259733772
1167,-0.102009261
1168,0.283774172
1169,0.254860719
1170,0.100547345
1171,0.031512415
1172,-0.041258523
1173,0.165196527
1174,0.332829581
1175,-0.00568523
1176,-0.187937445
1177,0.106882315
1178,0.03134998
1179,-0.242515649
1180,0.041096088
1181,0.142130739
1182,-0.083978962
1183,0.022416048
1184,0.083654092
1185,-0.165034092
1186,-0.21847525
1187,0.179815689
1188,0.071958762
1189,-0.310575968
1190,0.089501756
1191,0.299692814
1192,-0.031837285
1193,0.027776407
1194,0.247713573
1195,0.034436248
1196,-0.186150659
1197,-0.064811617
1198,-0.009096367
1199,0.037522515
1200,0.145054571
1201,-0.0120202
1202,-0.240241557
1203,-0.30716483
1204,0.054578204
1205,0.489904351
1206,0.073745549
1207,-0.105745269
1208,0.16909497
1209,-0.336728024
1210,-0.177866467
1211,0.358656766
1212,-0.373275928
1213,-0.341763513
1214,0.704806028
1215,0.335590978
1216,-0.426717086
1217,0.045319401
1218,0.414859321
1219,-0.2321198
1220,-0.491041397
1221,0.113217285
1222,-0.037847385
1223,-0.259408902
1224,0.432077445
1225,0.19378511
1226,-0.563162595
1227,0.149440319
1228,0.610756088
1229,-0.271916407
1230,-0.359956248
1231,0.408524351
1232,0.430615529
1233,-0.123125828
1234,-0.050842196
1235,0.235530938
1236,0.105907705
1237,0.183714132
1238,0.105257964
1239,-0.291571058
1240,-0.142780479
1241,0.214901677
1242,0.105420399
1243,-0.103146307
1244,-0.008121756
1245,0.038334691
1246,-0.122638523
1247,0.094862116
1248,0.20677992
1249,-0.071958762
1250,-0.028101277
1251,0.214414371
1252,-0.009583673
1253,-0.147815968
1254,0.194597285
1255,0.147491098
1256,-0.107207186
1257,-0.024365269
1258,0.179490818
1259,-0.069522236
1260,-0.145217006
1261,0.135470898
1262,0.007309581
1263,-0.228383792
1264,-0.06269996
1265,0.142455609
1266,-0.068872495
1267,-0.037847385
1268,0.109806148
1269,0.074070419
1270,0.010558283
1271,-0.043207745
1272,-0.021116567
1273,0.049055409
1274,0.199632774
1275,0.020791697
1276,-0.04401992
1277,0.298068463
1278,-0.093562635
1279,-0.815749222
1280,-0.457904631
1281,0.25648507
1282,0.136607944
1283,-0.032487026
1284,0.11272998
1285,0.146841357
1286,0.543507944
1287,0.184526307
1288,-0.685638683
1289,-0.10038491
1290,0.694247745
1291,0.266231178
1292,-0.367590699
1293,0.089664192
1294,0.539284631
1295,0.042882874
1296,-0.293357844
1297,-0.280038164
1298,-0.386920479
1299,-0.342738124
1300,-0.018030299
1301,-0.082029741
1302,-0.085603313
1303,0.417783154
1304,0.33120523
1305,-0.163247305
1306,0.063837006
1307,0.408849222
1308,0.016893253
1309,-0.202881477
1310,0.173480719
1311,0.465051776
1312,0.252261756
1313,-0.040121477
1314,0.064811617
1315,0.013969421
1316,-0.14976519
1317,-0.237642595
1318,-0.358494331
1319,-0.230982754
1320,0.090638802
1321,0.098435689
1322,-0.118902515
1323,0.043857485
1324,0.278088942
1325,0.259571337
1326,0.13709525
1327,-0.028913453
1328,-0.011532894
1329,0.130110539
1330,-0.003248703
1331,0.041908263
1332,0.223185868
1333,0.08138
1334,0.011857764
1335,-0.016405948
1336,0.000974611
1337,-0.179653253
1338,-0.313662236
1339,-0.102983872
1340,0.030050499
1341,0.040608782
1342,0.017380559
1343,0.166658443
1344,0.190698842
1345,-0.001949222
1346,-0.202556607
1347,-0.226109701
1348,-0.057826906
1349,0.105420399
1350,-0.045969142
1351,0.334453932
1352,0.478858762
1353,-0.803566587
1354,-0.799830579
1355,0.135470898
1356,0.403488862
1357,0.174292894
1358,-0.040446347
1359,0.192323194
1360,0.448320958
1361,0.355895369
1362,-0.741516367
1363,-0.754511178
1364,0.722024152
1365,0.812500519
1366,-0.389681876
1367,-0.285236088
1368,0.686125988
1369,0.440686507
1370,-0.320646946
1371,-0.527914172
1372,-0.384971257
1373,-0.081867305
1374,0.452869142
1375,-0.03703521
1376,-0.479508503
1377,0.460178723
1378,0.581192894
1379,-0.365479042
1380,-0.591588743
1381,0.202231737
1382,0.358169461
1383,-0.190536407
1384,-0.040283912
1385,0.31317493
1386,0.205967745
1387,0.112892415
1388,0.185338483
1389,-0.003898443
1390,-0.143592655
1391,-0.085603313
1392,-0.105582834
1393,0.073745549
1394,0.278576248
1395,0.107369621
1396,-0.110293453
1397,-0.027776407
1398,0.199145469
1399,0.11272998
1400,-0.132222196
1401,-0.08138
1402,-0.04369505
1403,-0.017380559
1404,-0.065786228
1405,-0.16308487
1406,-0.002111657
1407,0.18111517
1408,0.065136487
1409,-0.200932255
1410,-0.08771497
1411,0.089339321
1412,0.03736008
1413,-0.011857764
1414,0.004873054
1415,0.145866747
1416,0.186962834
1417,-0.005522794
1418,0.068060319
1419,0.102334132
1420,-0.271266667
1421,-0.314149541
1422,-0.140343952
1423,-0.052628982
1424,0.128973493
1425,0.33120523
1426,0.058314212
1427,-0.261033253
1428,0.039146866
1429,0.161135649
1430,0.051004631
1431,0.013806986
1432,0.099572735
1433,0.22545996
1434,0.038984431
1435,-0.261845429
1436,-0.262982475
1437,0.084466267
1438,0.203368782
1439,-0.022253613
1440,-0.090963673
1441,0.119552255
1442,0.141968303
1443,0.0060101
1444,0.001786786
1445,-0.126536966
1446,-0.15009006
1447,0.258921597
1448,0.496239321
1449,-0.0060101
1450,-0.211652974
1451,0.276627026
1452,0.177704032
1453,-0.349885269
1454,-0.329418443
1455,0.073745549
1456,0.165358962
1457,0.020954132
1458,0.039796607
1459,-0.099572735
1460,-0.119227385
1461,0.178841078
1462,0.164709222
1463,-0.087552535
1464,-0.065136487
1465,0.146516487
1466,0.196708942
1467,0.141968303
1468,0.066598403
1469,0.048405669
1470,0.008609062
1471,0.004385749
1472,0.009908543
1473,-0.124100439
1474,-0.069847106
1475,0.035248423
1476,-0.0120202
1477,-0.13205976
1478,-0.127836447
1479,-0.005197924
1480,0.054090898
1481,0.188749621
1482,0.177379162
1483,-0.004873054
1484,-0.028913453
1485,0.009258802
1486,-0.026314491
1487,-0.113704591
1488,-0.185988224
1489,-0.05003002
1490,0.13205976
1491,0.018517605
1492,-0.022253613
1493,0.128161317
1494,0.100872216
1495,-0.147653533
1496,-0.155775289
1497,0.104283353
1498,0.049542715
1499,-0.154313373
1500,-0.212302715
1501,0.349560399
1502,0.854083912
1503,0.475447625
1504,-0.066435968
1505,-0.435975888
1506,-0.299530379
1507,0.128323752
1508,-0.06237509
1509,-0.893555649
1510,-0.503548902
1511,1.055503473
1512,0.615466707
1513,-0.903951497
1514,-0.205642874
1515,0.718775449
1516,-0.003411138
1517,-0.365316607
1518,-0.05571525
1519,0.034598683
1520,0.103146307
1521,0.497376367
1522,0.263957086
1523,-0.159023992
1524,0.269642315
1525,0.297906028
1526,-0.26980475
1527,-0.360605988
1528,0.059776128
1529,0.065786228
1530,-0.204993134
1531,0.013482116
1532,0.209054012
1533,-0.060750739
1534,-0.16308487
1535,-0.043045309
1536,0.026639361
1537,0.050192455
1538,-0.114029461
1539,-0.01266994
1540,0.330880359
1541,0.227246747
1542,-0.076831816
1543,0.017055689
1544,0.202881477
1545,0.10038491
1546,-0.088202275
1547,-0.103146307
1548,-0.003411138
1549,-0.046618882
1550,-0.026152056
1551,0.074882595
1552,-0.009908543
1553,-0.028588583
1554,0.009096367
1555,-0.054415768
1556,-0.031999721
1557,0.105257964
1558,0.135958204
1559,-0.061887784
1560,-0.103146307
1561,0.122800958
1562,0.071796327
1563,-0.204830699
1564,-0.080730259
1565,0.230008144
1566,0.145054571
1567,-0.102496567
1568,-0.063674571
1569,0.043532615
1570,0.02469014
1571,0.045156966
1572,-0.165034092
1573,-0.316261198
1574,-0.222698563
1575,-0.090963673
1576,0.385133693
1577,0.719912495
1578,0.345661956
