time,accn_or_7
619,-0.113298503
620,-0.06903493
621,0.102334132
622,-0.291977146
623,0.417052196
624,0.24081008
625,-1.166690319
626,-0.810957385
627,1.675518363
628,0.902327146
629,-2.541297605
630,0.288728443
631,2.765864172
632,-0.342332036
633,-2.261909182
634,0.91450978
635,1.843638723
636,-1.168720758
637,-0.396341717
638,0.617659581
639,-0.229439621
640,-0.124668962
641,0.942123752
642,-0.481214072
643,-1.382729042
644,1.324252395
645,1.028214371
646,-1.485469261
647,-0.996539521
648,1.639376547
649,0.776846008
650,-1.675112275
651,-0.317154591
652,1.130954591
653,0.24446487
654,-0.765475549
655,0.113704591
656,0.485681038
657,-0.19410998
658,0.05969491
659,0.094212375
660,-0.066192315
661,-0.097867166
662,0.413803493
663,0.01299481
664,-0.365072954
665,0.422737425
666,0.355732934
667,-0.142536826
668,-0.307814571
669,0.209947405
670,0.228221357
671,-0.163247305
672,-0.231876148
673,0.161216866
674,0.369133832
675,-0.2501501
676,-0.264769261
677,0.221723952
678,0.335834631
679,-0.164059481
680,-0.130760279
681,0.30050499
682,0.269236228
683,0.063349701
684,-0.103958483
685,0.017461776
686,0.192079541
687,0.175836028
688,-0.291977146
689,-0.167308184
690,0.316748503
691,0.246089222
692,-0.21644481
693,-0.314311976
694,0.243246607
695,0.297662375
696,0.011370459
697,-0.146597705
698,0.190861277
699,0.352890319
700,0.113298503
701,-0.183145609
702,-0.193703892
703,0.202231737
704,0.051167066
705,-0.142942914
706,-0.160404691
707,0.193297804
708,0.141724651
709,-0.309438922
710,-0.039796607
711,0.16608992
712,0.015837425
713,-0.340301597
714,0.039390519
715,0.361824251
716,-0.091775848
717,-0.202231737
718,0.126293313
719,0.459285329
720,-0.07472016
721,-0.207510878
722,0.124668962
723,0.173805589
724,0.103146307
725,-0.109643713
726,0.09136976
727,0.040202695
728,0.130760279
729,0.073095808
730,-0.026395709
731,0.001218263
732,0.10070978
733,0.222536128
734,-0.276139721
735,0.322433733
736,0.566492515
737,-0.96689511
738,-1.246283533
739,1.587397305
740,1.316536727
741,-2.465359182
742,-0.434513972
743,2.902715768
744,-0.006497405
745,-2.672057884
746,0.663547505
747,2.240792615
748,-0.854002695
749,-0.789840818
750,1.070447505
751,0.043857485
752,-0.406493912
753,1.012376946
754,-0.215226547
755,-1.372576846
756,0.810957385
757,1.23938004
758,-1.203238224
759,-1.357551597
760,1.362424651
761,1.150852894
762,-1.449733533
763,-0.841413972
764,1.316536727
765,0.593294311
766,-0.949433333
767,0.000406088
768,0.853596607
769,-0.004873054
770,-0.295225848
771,0.386189521
772,0.24081008
773,-0.299692814
774,0.194922156
775,0.248525749
776,-0.368727745
777,-0.170962974
778,0.256647505
779,-0.061319261
780,-0.364260778
781,-0.034517465
782,0.163653393
783,-0.025583533
784,-0.183145609
785,0.137257685
786,0.307408483
787,-0.071065369
788,-0.242840519
789,0.266393613
790,0.45725489
791,-0.25949012
792,-0.289134531
793,0.378067764
794,0.370758184
795,-0.340707685
796,-0.27248493
797,0.296444112
798,0.16608992
799,-0.146597705
800,-0.192485629
801,0.080405389
802,0.19776477
803,0.180709082
804,-0.030862675
805,-0.116547206
806,0.143349002
807,0.218881337
808,0.017461776
809,-0.105988922
810,0.060507086
811,0.186394311
812,0.108019361
813,-0.245277046
814,-0.194516068
815,0.207916966
816,0.117765469
817,-0.215226547
818,0.06538014
819,0.373600798
820,-0.071471457
821,-0.273703194
822,0.312687625
823,0.443853992
824,-0.300911078
825,-0.322027645
826,0.429640918
827,0.355732934
828,-0.353702495
829,-0.19979521
830,0.371570359
831,0.383346906
832,-0.070253194
833,-0.141318563
834,0.154313373
835,0.126293313
836,0.162841218
837,0.004466966
838,-0.131166367
839,0.056446208
840,0.248931836
841,0.015837425
842,-0.247307485
843,-0.025989621
844,-0.011370459
845,0.166496008
846,0.380504291
847,-0.77278513
848,-1.16100509
849,1.412779541
850,1.344556786
851,-2.157544611
852,-0.639994411
853,2.956725449
854,0.049542715
855,-2.462110479
856,0.994102994
857,1.841202196
858,-1.12364501
859,-0.663547505
860,1.235319162
861,-0.435732236
862,-0.761008583
863,1.291359281
864,-0.281418862
865,-1.708005389
866,0.799993014
867,1.496433633
868,-1.392069062
869,-1.278770559
870,1.693386228
871,0.886489721
872,-1.634503493
873,-0.418270459
874,1.711254092
875,0.112892415
876,-1.02293523
877,0.51329501
878,0.758165968
879,-0.351265968
880,-0.329337226
881,0.564868164
882,0.004060878
883,-0.486899301
884,0.221723952
885,0.220911776
886,-0.39187475
887,-0.055227944
888,0.435732236
889,-0.232282236
890,-0.378067764
891,0.274109281
892,0.361824251
893,-0.214008283
894,-0.168526447
895,0.453194012
896,0.291977146
897,-0.319591118
898,-0.227409182
899,0.474716667
900,0.36588513
901,-0.365072954
902,-0.259896208
903,0.516137625
904,0.290758882
905,-0.399184331
906,-0.067004491
907,0.327712874
908,0.1100498
909,-0.092994112
910,0.027613972
911,0.081217565
912,0.183551697
913,0.254617066
914,-0.107613273
915,-0.246901397
916,0.192891717
917,0.259896208
918,-0.287104092
919,-0.201419561
920,0.235937026
921,0.19979521
922,-0.218069162
923,-0.218069162
924,0.244870958
925,0.108831537
926,-0.105176747
927,-0.001218263
928,0.22213004
929,0.225378743
930,-0.00934002
931,-0.093806287
932,0.041420958
933,0.175023852
934,-0.041420958
935,-0.140506387
936,0.052791417
937,0.146597705
938,-0.017461776
939,-0.234718762
940,-0.058882735
941,0.240403992
942,0.003248703
943,-0.174211677
944,0.062131437
945,0.202637824
946,0.051167066
947,-0.101521956
948,0.17177515
949,0.15309511
950,0.096242814
951,-0.00934002
952,0.013400898
953,0.056446208
954,-0.096648902
955,0.01502525
956,-0.339489421
957,0.32283982
958,0.031268762
959,-0.619283932
960,0.007715669
961,0.80445998
962,0.103958483
963,-1.134203293
964,0.756135529
965,0.768318164
966,-0.442229641
967,-0.433701796
968,0.551061178
969,0.467407086
970,-0.696846707
971,0.39390519
972,0.051979242
973,-0.32283982
974,0.146597705
975,0.344362475
976,-0.26883014
977,-0.534411577
978,0.699689321
979,0.186394311
980,-0.413803493
981,-0.107613273
982,0.543751597
983,0.311063273
984,-0.4069
985,0.145785529
986,0.337458982
987,0.187612575
988,-0.138475948
989,0.064567964
990,0.216038723
991,-0.062943613
992,0.12872984
993,0.062131437
994,0.010152196
995,-0.058070559
996,0.088121058
997,0.019898303
998,-0.140100299
999,0.002030439
1000,0.09136976
1001,0.073501896
1002,-0.169744711
1003,0.059288822
1004,0.138475948
1005,-0.084466267
1006,-0.144567265
1007,0.120201996
1008,0.127511577
1009,-0.081623653
1010,0.063755788
1011,0.129542016
1012,0.175023852
1013,-0.034517465
1014,0.053197505
1015,0.114516766
1016,0.114110679
1017,0.015837425
1018,-0.144973353
1019,0.067410579
1020,-0.043857485
1021,-0.116141118
1022,-0.205886527
1023,-0.054415768
1024,-0.011776547
1025,0.019898303
1026,-0.007715669
1027,-0.137663772
1028,0.103552395
1029,0.107207186
1030,0.034923553
1031,-0.021928743
1032,0.17177515
1033,0.116547206
1034,0.058882735
1035,0.110861976
1036,0.115328942
1037,0.056852295
1038,-0.025583533
1039,0.166496008
1040,-0.016243513
1041,-0.025989621
1042,0.122232435
1043,0.042639222
1044,-0.095430639
1045,0.127917665
1046,0.184363872
1047,-0.191267365
1048,0.029644411
1049,0.271266667
1050,0.060507086
1051,-0.21644481
1052,0.105582834
1053,0.263550998
1054,-0.175023852
1055,-0.135227246
1056,0.105582834
1057,0.192485629
1058,-0.085684531
1059,0.062537525
1060,0.220099601
1061,-0.013400898
1062,0.138882036
1063,0.11573503
1064,0.130354192
1065,-0.127511577
1066,0.228221357
1067,0.051979242
1068,0.081623653
1069,0.705374551
1070,-0.489741916
1071,-1.383541218
1072,0.145785529
1073,2.22292475
1074,-1.081005788
1075,-2.110438423
1076,1.919983234
1077,1.718563673
1078,-1.692167964
1079,-1.59023992
1080,1.979678144
1081,0.557558583
1082,-0.929128942
1083,0.313093713
1084,0.164465569
1085,-0.230657884
1086,0.512076747
1087,0.672887525
1088,-1.620290419
1089,-0.417052196
1090,1.660899202
1091,0.019898303
1092,-1.673487924
1093,-0.147815968
1094,1.793283832
1095,-0.195328244
1096,-1.311663673
1097,0.315124152
1098,1.031056986
1099,-0.039796607
1100,-0.416646108
1101,0.546594212
1102,0.101928044
1103,-0.231876148
1104,0.183551697
1105,0.116547206
1106,-0.339489421
1107,-0.239185729
1108,0.346392914
1109,-0.217663074
1110,-0.229845709
1111,0.299286727
1112,0.110455888
1113,-0.213602196
1114,-0.073501896
1115,0.313905888
1116,0.119795908
1117,-0.131572455
1118,0.068628842
1119,0.408524351
1120,0.182333433
1121,-0.240403992
1122,-0.067410579
1123,0.448320958
1124,0.283043214
1125,-0.338677246
1126,-0.034923553
1127,0.47228014
1128,0.131166367
1129,-0.269642315
1130,0.005279142
1131,0.230251796
1132,0.136851597
1133,0.011370459
1134,-0.101521956
1135,0.099897605
1136,0.265581437
1137,0.058070559
1138,-0.293195409
1139,-0.1567499
1140,0.209541317
1141,0.006903493
1142,-0.313905888
1143,-0.101928044
1144,0.209541317
1145,0.082029741
1146,-0.103958483
1147,-0.003248703
1148,0.178678643
1149,0.228627445
1150,0.131978543
1151,0.00365479
1152,0.144567265
1153,0.242840519
1154,-0.010152196
1155,-0.189643014
1156,-0.013400898
1157,0.116141118
1158,-0.195328244
1159,-0.344768563
1160,0.058882735
1161,0.178272555
1162,-0.309438922
1163,-0.260708383
1164,0.339083333
1165,0.273703194
1166,-0.177054291
1167,-0.133196806
1168,0.244870958
1169,0.233094411
1170,-0.012182635
1171,0.079999301
1172,0.155125549
1173,0.104770659
1174,0.12507505
1175,0.064161876
1176,-0.175836028
1177,-0.139694212
1178,0.09705499
1179,-0.1567499
1180,0.048324451
1181,0.581111677
1182,-0.915321956
1183,-1.151258982
1184,1.950845908
1185,1.208517365
1186,-2.584342914
1187,-0.157155988
1188,3.547583234
1189,-0.564868164
1190,-2.868604391
1191,1.431459581
1192,2.017444311
1193,-1.508616267
1194,-1.030650898
1195,1.658056587
1196,-0.324058084
1197,-1.005473453
1198,1.290141018
1199,-0.144161178
1200,-1.438363074
1201,0.873088822
1202,1.491966667
1203,-1.460291816
1204,-0.969737725
1205,2.015007784
1206,0.716338922
1207,-1.742116766
1208,-0.129948104
1209,1.865973553
1210,-0.223754391
1211,-1.21501477
1212,0.548624651
1213,0.717963273
1214,-0.536442016
1215,-0.515731537
1216,0.492584531
1217,0.023553094
1218,-0.386189521
1219,0.299286727
1220,0.124262874
1221,-0.247713573
1222,0.231876148
1223,0.462534032
1224,-0.19776477
1225,-0.258677944
1226,0.335022455
1227,0.198983034
1228,-0.195328244
1229,-0.252992715
1230,0.24081008
1231,0.309438922
1232,-0.238373553
1233,-0.205480439
1234,0.30050499
1235,0.352890319
1236,-0.327712874
1237,-0.161216866
1238,0.430047006
1239,0.130760279
1240,-0.242028343
1241,0.008527844
1242,0.202637824
1243,-0.018273952
1244,-0.092181936
1245,-0.116547206
1246,-0.027207884
1247,0.055227944
1248,0.034111377
1249,-0.141318563
1250,-0.138882036
1251,0.16243513
1252,0.066192315
1253,-0.071471457
1254,0.146191617
1255,0.24081008
1256,0.146191617
1257,0.068628842
1258,0.082029741
1259,0.127917665
1260,0.056446208
1261,0.006497405
1262,0.005279142
1263,0.066598403
1264,0.034517465
1265,-0.083248004
1266,-0.267611876
1267,-0.047918363
1268,0.221723952
1269,-0.157968164
1270,-0.252992715
1271,0.131978543
1272,0.353702495
1273,-0.088121058
1274,-0.194516068
1275,0.311875449
1276,0.428422655
1277,0.038984431
1278,-0.183551697
1279,0.247713573
1280,0.255429242
1281,-0.079593214
1282,-0.138475948
1283,0.074314072
1284,0.155531637
1285,-0.169338623
1286,-0.056852295
1287,0.070253194
1288,-0.039796607
1289,-0.106801098
1290,-0.204262176
1291,0.549842914
1292,0.208323054
1293,-1.183746008
1294,0.262738822
1295,1.793283832
1296,-0.693191916
1297,-1.779476846
1298,1.740086327
1299,1.301511477
1300,-1.82739521
1301,-0.322027645
1302,1.477753593
1303,-0.021522655
1304,-1.149228543
1305,0.797556487
1306,0.372382535
1307,-1.070447505
1308,0.834510479
1309,0.717963273
1310,-1.114711078
1311,-0.239997904
1312,1.436332635
1313,0.050760978
1314,-1.291359281
1315,0.316342415
1316,1.118771956
1317,-0.387407784
1318,-1.041209182
1319,0.548218563
1320,0.653395309
1321,-0.605070858
1322,-0.301723253
1323,0.382534731
1324,0.172993413
1325,-0.439793114
1326,0.177460379
1327,0.478371457
1328,-0.353702495
1329,-0.062943613
1330,0.503548902
1331,0.055634032
1332,-0.32283982
1333,0.241622255
1334,0.271672754
1335,-0.17177515
1336,-0.172181238
1337,0.196546507
1338,0.203043912
1339,-0.29481976
1340,-0.22213004
1341,0.200607385
1342,0.144567265
1343,-0.388626048
1344,0.034111377
1345,0.501112375
1346,0.098679341
1347,-0.329743313
1348,0.124262874
1349,0.606289122
1350,-0.177866467
1351,-0.157155988
1352,0.308220659
1353,0.126293313
1354,-0.176648204
1355,-0.067004491
1356,0.149440319
1357,-0.165277745
1358,0.019898303
1359,0.127917665
1360,-0.145785529
1361,-0.114922854
1362,0.228221357
1363,0.136039421
1364,-0.177866467
1365,0.054415768
1366,0.166902096
1367,0.118577645
1368,-0.041420958
1369,0.109237625
1370,0.178678643
1371,-0.055227944
1372,-0.02802006
1373,0.053603593
1374,0.090963673
1375,-0.060913174
1376,-0.079593214
1377,0.021116567
1378,0.049542715
1379,-0.029644411
1380,-0.066598403
1381,0.092994112
1382,0.07837495
1383,0.020710479
1384,0.035735729
1385,0.002842615
1386,0.129948104
1387,0.184363872
1388,-0.017055689
1389,-0.035329641
1390,0.110861976
1391,0.194516068
1392,-0.034517465
1393,-0.051167066
1394,0.182333433
1395,0.053197505
1396,-0.073501896
1397,-0.075532335
1398,0.069441018
1399,-0.079999301
1400,0.016243513
1401,-0.092994112
1402,0.207916966
1403,0.606289122
1404,-0.622126547
1405,-1.411967365
1406,0.566492515
1407,2.162823752
1408,-1.434302196
1409,-1.833486527
1410,2.434090419
1411,1.628006088
1412,-2.258660479
1413,-0.974610778
1414,2.546982834
1415,0.140506387
1416,-1.348211577
1417,0.72243024
1418,0.590045609
1419,-0.605070858
1420,0.429640918
1421,0.709841517
1422,-1.60891996
1423,-0.287104092
1424,1.629630439
1425,-0.437356587
1426,-1.93379022
1427,0.448320958
1428,2.000794711
1429,-0.830449601
1430,-1.504961477
1431,1.088721457
1432,1.405063872
1433,-0.630654391
1434,-0.431265269
1435,1.003849102
1436,0.209541317
1437,-0.335022455
1438,0.092588024
1439,0.141724651
1440,-0.288728443
1441,0.01868004
1442,0.410960878
1443,-0.357357285
1444,-0.169338623
1445,0.512076747
1446,0.200201297
1447,-0.534005489
1448,-0.250962275
1449,0.49096018
1450,0.108425449
1451,-0.395123453
1452,-0.082029741
1453,0.508015868
1454,0.050760978
1455,-0.477153194
1456,0.024365269
1457,0.356951198
1458,-0.078781038
1459,-0.393499102
1460,0.094212375
1461,0.274921457
1462,-0.071877545
1463,-0.168932535
1464,0.108019361
1465,0.177866467
1466,0.116953293
1467,0.082435828
1468,-0.118171557
1469,0.060507086
1470,0.330555489
1471,0.016649601
1472,-0.488929741
1473,-0.105988922
1474,0.368321657
1475,0.024771357
1476,-0.269642315
1477,0.041827046
1478,0.291571058
1479,0.080405389
1480,-0.131572455
1481,-0.073501896
1482,0.233094411
1483,0.145785529
1484,0.026801796
1485,0.124668962
1486,0.139694212
1487,0.169338623
1488,0.014619162
1489,-0.150252495
1490,0.01868004
1491,0.19045519
1492,-0.164465569
1493,-0.22578483
1494,0.208323054
1495,0.246901397
1496,-0.185582136
1497,-0.156343812
1498,0.492584531
1499,0.360605988
1500,-0.160810778
1501,-0.054821856
1502,0.356951198
1503,0.222536128
1504,-0.193703892
1505,-0.021116567
1506,0.073907984
1507,0.051167066
1508,0
1509,-0.053197505
1510,-0.085684531
1511,-0.098273253
1512,0.141318563
1513,-0.174211677
1514,0.030456587
1515,0.675324052
1516,-0.133196806
1517,-1.746177645
1518,0.121826347
1519,2.781295509
1520,-0.825576547
1521,-2.581500299
1522,2.011759082
1523,2.661093513
1524,-2.243229142
1525,-1.932571956
1526,2.244041317
1527,0.895829741
1528,-1.41480998
1529,0.043451397
1530,0.77278513
1531,-0.655425749
1532,0.499488024
1533,1.010346507
1534,-1.638564371
1535,-0.653395309
1536,1.906582335
1537,0.279794511
1538,-2.13724022
1539,-0.190049102
1540,2.087291417
1541,-0.05604012
1542,-1.833892615
1543,0.093806287
1544,1.434302196
1545,-0.246089222
1546,-0.876743613
1547,0.542127246
1548,0.545782036
1549,-0.266393613
1550,0.006091317
1551,0.467407086
1552,-0.006091317
1553,-0.150658583
1554,0.477559281
1555,0.134008982
1556,-0.241216168
1557,0.144161178
1558,0.246495309
1559,-0.203043912
1560,-0.407712176
1561,0.038578343
1562,0.124668962
1563,-0.218069162
1564,-0.196952595
1565,0.340301597
1566,0.344362475
1567,-0.365479042
1568,-0.19410998
1569,0.619283932
1570,0.279794511
1571,-0.514107186
1572,0.000812176
1573,0.7670999
1574,0.141318563
1575,-0.358981637
1576,0.099897605
1577,0.297256287
1578,0.057664471
1579,-0.278982335
1580,-0.176242116
1581,0.01868004
1582,0.181927345
1583,0.079593214
1584,-0.302129341
1585,-0.108831537
1586,0.286291916
1587,0.246901397
